BL57,Bút gel BL57,Vật tư hàng hóa,,,0.00 ,Kho HH,124.00 ,4539000
blocdai VH75,Bloc đại Văn Hóa 75,Vật tư hàng hóa,,,0.00 ,Kho HH,15.00 ,506250
BNWB01,Bút dạ bảng BN WB01,Vật tư hàng hóa,,,0.00 ,Kho HH,37.00 ,170200
bọc vở C1 HH,Bọc vở C1 HH,Vật tư hàng hóa,,,0.00 ,Kho HH,20.00 ,130900
Bọc vở C2,Bọc vở c2 HH,Vật tư hàng hóa,,,0.00 ,Kho HH,100.00 ,68800
bongdemtiendeli,Bóng đếm tiền Deli,Vật tư hàng hóa,,,0.00 ,Kho HH,15.00 ,335910
but bi 4 mau MG,Bút bi 4 màu MG,Vật tư hàng hóa,,,0.00 ,Kho HH,12.00 ,205080
but bnb24,Bút bi Bến Nghé D24,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
but bnb30,Bút bi Bến Nghé B30,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
but bnbt5,Bút bi Bến Nghé BT5,Vật tư hàng hóa,,,0.00 ,Kho HH,236.00 ,826500
bút dạ quang 8g,Bút dạ quang ,Vật tư hàng hóa,,,0.00 ,Kho HH,6.00 ,336000
but muc xoa,"Bút mực xóa được xanh, đen",Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,141000
But nho dong Pro HL500 ,"Bút nhớ dòng PRo HL500 ( hồng, cam, xanh, vàng)",Vật tư hàng hóa,,,0.00 ,Kho HH,60.00 ,229500
butbi039d,Bút bi TL F0-039 đen,Vật tư hàng hóa,,,0.00 ,Kho HH,136.00 ,352000
butbifo024,Bút bi FO 024,Vật tư hàng hóa,,,0.00 ,Kho HH,264.00 ,7916700
butbifo03,"Bút bi TL F0-03 xanh,đen,đỏ",Vật tư hàng hóa,,,0.00 ,Kho HH,87.00 ,1935040
butcambanBN,Bút cắm bàn BN SP05,Vật tư hàng hóa,,,0.00 ,Kho HH,1.00 ,316000
butchideli37013,Bút chì Deli 37013,Vật tư hàng hóa,,,0.00 ,Kho HH,144.00 ,795600
butchikhuc ,Bút chì khúc,Vật tư hàng hóa,,,0.00 ,Kho HH,94.00 ,180000
butchuA,"Bút nước chữ A đen,xanh",Vật tư hàng hóa,,,0.00 ,Kho HH,131.00 ,1097904
butchuacoc,Bút chữ A cốc,Vật tư hàng hóa,,,0.00 ,Kho HH,303.00 ,757008
Butdadau,Bút dạ dầu thường,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
butdakinhdeliU104,Bút dạ kính CD deli U104,Vật tư hàng hóa,,,0.00 ,Kho HH,231.00 ,1302540
butdangwb02,Bút dạ bảng TL WB02 xanh,Vật tư hàng hóa,,,0.00 ,Kho HH,229.00 ,870320
butdbwb015,Bút dạ bảng TL WB015,Vật tư hàng hóa,,,0.00 ,Kho HH,185.00 ,4412400
butk072,Bút ký TL 072,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
butlinc,Bút Linc Retract,Vật tư hàng hóa,,,0.00 ,Kho HH,48.00 ,144000
butlm607,Bút lông màu 607,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
butlongdau,Bút lông dầu các loại xanh đen đỏ,Vật tư hàng hóa,,,0.00 ,Kho HH,79.00 ,276500
butlongdauPM09,Bút lông dầu PM 09,Vật tư hàng hóa,,,0.00 ,Kho HH,47.00 ,452600
butmayhh2256,Bút máy HH 2256,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,816000
butmayhh2270,Bút máy HH 2270,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,600000
butmaythayanhkesoc,Bút máy Thầy Ánh kẻ sọc,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,360000
butmaytreem,Bút máy trẻ em Preppy,Vật tư hàng hóa,,,0.00 ,Kho HH,34.00 ,3330000
butnendai,Bút nến dài,Vật tư hàng hóa,,,0.00 ,Kho HH,505.00 ,508000
butnenngan,Bút nến ngắn,Vật tư hàng hóa,,,0.00 ,Kho HH,571.00 ,1221540
butnhodonghl01,Bút nhớ dòng nhỏ HL01,Vật tư hàng hóa,,,0.00 ,Kho HH,3.00 ,171560
butnhodongHL02,Bút nhớ FO-HL02,Vật tư hàng hóa,,,0.00 ,Kho HH,139.00 ,1468500
butnuocdeli,Bút nước Deli,Vật tư hàng hóa,,,0.00 ,Kho HH,92.00 ,1235520
butnuocMG,Bút nước MG,Vật tư hàng hóa,,,0.00 ,Kho HH,363.00 ,4753500
butpm01,Bút dạ kính PM 01,Vật tư hàng hóa,,,0.00 ,Kho HH,870.00 ,12740320
butpm04,Bút lông dầu PM 04,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
butpm07,Bút lông dàu PM07,Vật tư hàng hóa,,,0.00 ,Kho HH,100.00 ,572000
butPrepy 02,Bút Prepy 02,Vật tư hàng hóa,,,0.00 ,Kho HH,9.00 ,620000
butsonuni,Bút sơn Uni,Vật tư hàng hóa,,,0.00 ,,4.00 ,135000
buttl023,Bút TL 023,Vật tư hàng hóa,,,0.00 ,Kho HH,218.00 ,3496000
buttl025,Bút TL 025,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
buttl027,Bút TL 027,Vật tư hàng hóa,,,0.00 ,Kho HH,70.00 ,160000
buttl036,Bút TL 036,Vật tư hàng hóa,,,0.00 ,Kho HH,220.00 ,3099900
buttl048,Bút bi TL 048,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
buttl049,Bút bi TL 049,Vật tư hàng hóa,,,0.00 ,Kho HH,640.00 ,1864800
butxcp02,Bút xóa CP 02,Vật tư hàng hóa,,,0.00 ,Kho HH,226.00 ,4715500
bxcp01,Bút xóa CP01,Vật tư hàng hóa,,,0.00 ,Kho HH,198.00 ,1719500
Cà phê hòa tan,Cà phê hòa tan,Vật tư hàng hóa,,,0.00 ,Kho HH,7.00 ,1350000
cambandoiFo-PH01,Bút cắm bàn đôi FO-PH01,Vật tư hàng hóa,,,0.00 ,Kho HH,61.00 ,2001000
cambanTL PH02,Cắm bàn TL PH 02,Vật tư hàng hóa,,,0.00 ,Kho HH,76.00 ,890000
campus120tr,Vở Campus 4 mùa 120 trang,Vật tư hàng hóa,,,0.00 ,Kho HH,35.00 ,368500
cana100g,Cana 100g,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,84000
cana220g,Cana220g,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,100000
cap11ngan,Cặp 11 ngăn,Vật tư hàng hóa,,,40.00 ,Kho HH,49.00 ,0
cap12ngan,Cặp chia 12 ngăn,Vật tư hàng hóa,,,0.00 ,Kho HH,27.00 ,1018000
cap3daydep,Cặp 3 dây đẹp,Vật tư hàng hóa,,,0.00 ,Kho HH,352.00 ,5010000
cap3daythuong,Cặp 3 dây thường,Vật tư hàng hóa,,,0.00 ,Kho HH,300.00 ,2869800
caph15,Cặp hộp Hiphen 15cm,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
caph20,Cặp hộp Hiphen 20cm,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
caph7,Cặp hộp Hiphen 7cm,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
caphop5,Cặp hộp 5cm BF01,Vật tư hàng hóa,,,0.00 ,Kho HH,4.00 ,0
caphopFlax100cm,Cặp hộp 100-A4 BF03,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
caphopFlax75cm,Cặp hộp 75-A4 BF02,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
Cardcasea3,Card Case A3 dày,Vật tư hàng hóa,,,0.00 ,,110.00 ,1152000
casea4,Card Case A5 dày,Vật tư hàng hóa,,,0.00 ,,120.00 ,420000
casiọ120B,Máy tính Casio J120B,Vật tư hàng hóa,,,0.00 ,Kho HH,13.00 ,3760000
catbangdinhdai,Cắt băng dính đại Hoa Dân,Vật tư hàng hóa,,,0.00 ,Kho HH,32.00 ,1050000
catbangdinhdelinho811,Cắt băng dính Deli nhỏ 811,Vật tư hàng hóa,,,17.00 ,Kho HH,20.00 ,530342
catbangdinhtrung xukiva 1,Cắt băng dính trung Xukiva 185,Vật tư hàng hóa,,,0.00 ,Kho HH,9.00 ,130000
CH02,Bìa lá trong 0.15mm A4 FO CH02( file hở),Vật tư hàng hóa,,,0.00 ,Kho HH,50.00 ,85500
chang23/28,Chân ghim 23/18,Vật tư hàng hóa,,,0.00 ,Kho HH,31.00 ,403000
chang24/6,Chân ghim 24/6,Vật tư hàng hóa,,,0.00 ,Kho HH,76.00 ,261000
changhim10DA,Chân ghim số 10 Double A,Vật tư hàng hóa,,,0.00 ,Kho HH,"2,210.00 ",5845800
changhimsts02,Kim bấm 10-STS02,Vật tư hàng hóa,,,0.00 ,Kho HH,26.00 ,70000
changim10plus,Chân ghim 10 Plus,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
chi kim van go,Bút chì kim vân gỗ DZ107,Vật tư hàng hóa,,,0.00 ,Kho HH,24.00 ,159984
chi12mau,Chì 12 màu,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,576000
chiafile10mau,Chia file nhựa 10 màu,Vật tư hàng hóa,,,0.00 ,Kho HH,626.00 ,3610400
chiden2bvangthien,bút chì đen 2B Gstar vỏ màu,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,0
chigstar(2B-6B),Bút chi Gstar 2B-6B,Vật tư hàng hóa,,,0.00 ,Kho HH,120.00 ,150000
chikimgstar,Bút chì kim Gstar,Vật tư hàng hóa,,,0.00 ,Kho HH,9.00 ,40000
chikimzd107,Bút chì kim ZD107 Baoke,Vật tư hàng hóa,,,0.00 ,Kho HH,5.00 ,45000
